bill_no.,Doc URL,Status
SB 208,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB208,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 209,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB209,"SENATE Jun 15, 2021: Effective date, January 1, 2022."
SB 210,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB210,"SENATE Jun 15, 2021: Effective date, January 1, 2022."
SB 211,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB211,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 212,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB212,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 213,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB213,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 214,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB214,"HOUSE Jun 26, 2021: In committee upon adjournment."
SB 215,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB215,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 216,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB216,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 217,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB217,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 218,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB218,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 219,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB219,"HOUSE Jun 26, 2021: In committee upon adjournment."
SB 220,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB220,"SENATE Jun 30, 2021: Effective date, June 11, 2021."
SB 221,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB221,"SENATE Jul 7, 2021: Effective date, June 23, 2021."
SB 222,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB222,"HOUSE Jun 25, 2021: Speaker signed."
SB 223,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB223,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 224,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB224,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 225,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB225,"HOUSE Jun 26, 2021: Speaker signed."
SB 226,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB226,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 227,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB227,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 228,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB228,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 229,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB229,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 230,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB230,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 231,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB231,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 232,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB232,"SENATE Jun 30, 2021: Effective date, June 15, 2021."
SB 233,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB233,"HOUSE Jun 25, 2021: Speaker signed."
SB 234,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB234,"SENATE Jun 30, 2021: Effective date, June 15, 2021."
SB 235,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB235,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 236,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB236,"HOUSE Jun 26, 2021: Speaker signed."
SB 237,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB237,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 238,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB238,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 239,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB239,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 240,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB240,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 241,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB241,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 242,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB242,"SENATE Jul 7, 2021: Effective date, June 23, 2021."
SB 243,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB243,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 244,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB244,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 245,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB245,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 246,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB246,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 247,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB247,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 248,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB248,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 249,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB249,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 250,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB250,"HOUSE Jun 25, 2021: Speaker signed."
SB 251,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB251,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 252,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB252,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 253,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB253,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 254,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB254,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 255,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB255,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 256,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB256,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 257,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB257,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 258,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB258,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 259,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB259,"SENATE Jul 7, 2021: Effective date, June 25, 2021."
SB 260,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB260,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 261,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB261,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 262,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB262,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 263,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB263,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 264,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB264,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 265,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB265,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 266,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB266,"SENATE Jul 7, 2021: Effective date, September 25, 2021."
SB 267,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB267,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 268,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB268,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 269,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB269,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 270,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB270,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 271,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB271,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 272,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB272,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 273,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB273,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 274,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB274,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 275,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB275,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 276,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB276,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 277,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB277,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 278,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB278,"SENATE Jul 7, 2021: Effective date, June 25, 2021."
SB 279,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB279,"SENATE Jun 30, 2021: Effective date, June 15, 2021."
SB 280,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB280,"SENATE Jun 15, 2021: Effective date, June 8, 2021."
SB 281,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB281,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 282,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB282,"SENATE Jun 10, 2021: Effective date, May 19, 2021."
SB 283,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB283,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 284,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB284,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 285,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB285,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 286,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB286,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 287,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB287,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 288,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB288,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 289,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB289,"SENATE Jul 7, 2021: Effective date, January 1, 2022."
SB 290,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB290,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 291,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB291,"HOUSE Jun 26, 2021: Speaker signed."
SB 292,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB292,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 293,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB293,"SENATE Jul 7, 2021: Effective date, September 25, 2021."
SB 294,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB294,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 295,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB295,"SENATE Jul 7, 2021: Effective date, June 23, 2021."
SB 296,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB296,"SENATE Jun 15, 2021: Effective date, June 8, 2021."
SB 297,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB297,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 298,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB298,"SENATE Jun 30, 2021: Effective date, September 25, 2021."
SB 299,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB299,"HOUSE Jun 26, 2021: In committee upon adjournment."
SB 300,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB300,"HOUSE Jun 25, 2021: Speaker signed."
SB 301,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB301,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 302,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB302,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 303,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB303,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 304,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB304,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 305,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB305,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 306,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB306,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 307,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB307,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 308,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB308,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 309,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB309,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 310,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB310,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 311,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB311,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 312,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB312,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 313,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB313,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 314,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB314,"HOUSE Jun 26, 2021: In committee upon adjournment."
SB 315,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB315,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 316,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB316,"HOUSE Jun 26, 2021: Speaker signed."
SB 317,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB317,"SENATE Jun 30, 2021: Effective date, June 11, 2021."
SB 318,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB318,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 319,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB319,"HOUSE Jun 25, 2021: Speaker signed."
SB 320,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB320,"SENATE Jun 30, 2021: Effective date, June 15, 2021."
SB 321,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB321,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 322,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB322,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 323,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB323,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 324,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB324,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 325,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB325,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 326,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB326,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 327,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB327,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 328,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB328,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 329,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB329,"SENATE Jun 10, 2021: Effective date, May 19, 2021."
SB 330,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB330,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 331,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB331,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 332,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB332,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 333,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB333,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 334,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB334,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 335,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB335,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 336,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB336,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 337,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB337,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 338,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB338,"SENATE Jun 10, 2021: Effective date, May 19, 2021."
SB 339,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB339,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 340,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB340,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 341,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB341,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 342,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB342,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 343,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB343,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 344,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB344,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 345,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB345,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 346,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB346,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 347,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB347,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 348,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB348,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 349,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB349,"SENATE Jun 26, 2021: In committee upon adjournment."
