bill_no.,Doc URL,Status
SB 388,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB388,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 389,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB389,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 390,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB390,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 391,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB391,"SENATE Jul 7, 2021: Effective date, June 23, 2021."
SB 392,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB392,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 393,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB393,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 394,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB394,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 395,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB395,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 396,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB396,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 397,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB397,"HOUSE Jun 25, 2021: Speaker signed."
SB 398,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB398,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 399,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB399,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 400,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB400,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 401,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB401,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 402,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB402,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 403,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB403,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 404,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB404,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 405,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB405,"SENATE May 25, 2021: Effective date, May 12, 2021."
SB 406,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB406,"SENATE Jun 10, 2021: Effective date, May 21, 2021."
SB 407,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB407,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 408,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB408,"SENATE Jul 7, 2021: Effective date, June 23, 2021."
SB 409,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB409,No Activity yet
SB 410,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB410,"HOUSE Jun 26, 2021: In committee upon adjournment."
SB 411,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB411,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 412,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB412,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 413,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB413,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 414,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB414,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 415,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB415,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 416,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB416,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 417,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB417,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 418,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB418,"HOUSE Jun 22, 2021: Speaker signed."
SB 419,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB419,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 420,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB420,"HOUSE Jun 25, 2021: Speaker signed."
SB 421,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB421,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 422,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB422,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 423,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB423,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 424,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB424,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 425,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB425,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 426,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB426,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 427,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB427,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 428,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB428,"HOUSE Jun 26, 2021: Speaker signed."
SB 429,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB429,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 430,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB430,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 431,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB431,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 432,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB432,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 433,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB433,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 434,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB434,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 435,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB435,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 436,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB436,"HOUSE Jun 21, 2021: Speaker signed."
SB 437,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB437,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 438,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB438,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 439,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB439,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 440,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB440,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 441,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB441,"HOUSE Jun 26, 2021: In committee upon adjournment."
SB 442,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB442,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 443,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB443,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 444,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB444,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 445,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB445,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 446,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB446,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 447,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB447,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 448,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB448,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 449,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB449,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 450,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB450,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 451,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB451,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 452,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB452,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 453,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB453,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 454,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB454,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 455,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB455,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 456,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB456,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 457,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB457,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 458,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB458,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 459,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB459,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 460,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB460,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 461,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB461,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 462,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB462,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 463,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB463,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 464,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB464,"HOUSE Jun 26, 2021: Speaker signed."
SB 465,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB465,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 466,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB466,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 467,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB467,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 468,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB468,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 469,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB469,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 470,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB470,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 471,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB471,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 472,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB472,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 473,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB473,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 474,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB474,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 475,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB475,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 476,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB476,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 477,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB477,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 478,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB478,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 479,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB479,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 480,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB480,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 481,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB481,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 482,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB482,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 483,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB483,"SENATE Jun 30, 2021: Effective date, June 15, 2021."
SB 484,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB484,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 485,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB485,"HOUSE Jul 1, 2021: Speaker signed."
SB 486,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB486,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 487,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB487,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 488,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB488,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 489,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB489,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 490,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB490,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 491,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB491,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 492,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB492,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 493,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB493,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 494,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB494,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 495,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB495,"SENATE Jun 10, 2021: Effective date, September 1, 2021."
SB 496,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB496,"SENATE Jun 10, 2021: Effective date, September 1, 2021."
SB 497,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB497,"HOUSE Jun 25, 2021: Speaker signed."
SB 498,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB498,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 499,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB499,"SENATE Jun 26, 2021: In committee upon adjournment."
